gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,entity_type_proposal,problem_count,candidate_count,source_count,code_alternative_count,candidate_count_bucket,retrieval_profile,multi_source_supported,conflict_pair_count,problem_context_samples_json,gold_link_status,requires_problem_review,gold_decision_reason,reviewer,case_review_status
46,gold-case:320096b11f7fcc557cab,term-review-task:474a82bd1268d947097c,resolution-case:c3ec9934758925132cd8,괭이,유물,Heritage,1,7,2,7,C06_09,EXACT_AND_EXPANDED,False,0,"[{""problem_id"": ""cj_v41_1144"", ""full_text"": ""[체험 프로그램 기획안] (가) 시대로 떠나는 시간 여행 ▣ 기획 의도 뗀석기를 처음 사용한 (가) 시대 사람들의 생활을 다양한 활동을 통해 체험할 수 있는 기회를 마련하고자 함. ▣ 체험 프로그램 예시 [주먹도끼로 고기 자르기] [마찰식 점화법으로 불 피우기] ▣ 장소: 연천 전곡리 유적 체험 마당\n(가) 시대의 생활 모습으로 옳은 것은?\n주로 동굴이나 바위 그늘에서 살았다.\n청동 방울 등을 의례 도구로 사용하였다.\n따비와 괭이로 땅을 갈아 농사를 지었다.\n거푸집을 이용하여 세형동검을 제작하였다.\n빗살무늬 토기를 만들어 식량을 저장하였다.""}]",ACCEPTED,NO,용어와 설명이 시대상 부합함,MK,COMPLETED
47,gold-case:b2791c7a4770977f7355,term-review-task:3e0998c43a616cfb74b3,resolution-case:8d68f4190eb61de1f7b1,대한자강회,단체,Organization,3,4,2,3,C03_05,EXACT_AND_EXPANDED,True,1,"[{""problem_id"": ""cj_v41_0794"", ""full_text"": ""이것은 (가)을/를 주도한 단체의 제7회 전국대회 포스터이다. '모혀라 자유평등의 기치하에로'라는 문구가 있으며, '경성 천도교 기념관'에서 개최된다고 알리고 있다. 진주에서 시작된 (가)은/는 '공평은 사회의 근본이요, 애정은 인류의 본량(本良)'이라는 구호 아래 전개되었다.\n(가) 운동에 대한 설명으로 옳은 것은?\n통감부의 탄압으로 중단되었다.\n중국의 5·4 운동에 영향을 주었다.\n대한 자강회가 결성되는 배경이 되었다.\n백정에 대한 사회적 차별 철폐를 주장하였다.\n여성 교육의 중요성을 강조한 여권통문을 발표하였다.""}, {""problem_id"": ""cj_v41_1368"", ""full_text"": ""이준 연보 1859년 함경도 북청에서 출생 1895년 법관 양성소 졸업 1898년 ㉠ 독립 협회 가입 1904년 ㉡ 보안회 조직 일제의 압력으로 황해도 철도(鐵島)로 유배 1905년 ㉢ 헌정 연구회 조직 1906년 ㉣ 대한 자강회 조직 1907년 ㉤ 신민회 가입 네덜란드 헤이그 만국 평화 회의에 특사로 파견, 사망 1962년 건국훈장 대한민국장 추서\n㉠~㉤에 대한 설명으로 옳은 것은?\n고종 강제 퇴위 반대 운동을 전개하였다.\n일제의 황무지 개간권 요구를 저지시켰다.\n일제가 조작한 105인 사건으로 와해되었다.\n대성 학교를 설립하여 민족 교육을 실시하였다.\n조소앙의 삼균주의를 기초로 건국 강령을 발표하였다.""}, {""problem_id"": ""cj_v41_1517"", ""full_text"": ""백정 계급의 주위를 포위하고 이를 압박하는 계급은 결코 양반 계급의 그것뿐이 아니요. [백정 계급은] 중인 계급에게도 능욕과 천대를 받는 것이며, 오늘날 사회 제도의 결함으로부터 발생된 모든 계급(민족적 우월 계급, 경제적 우월 계급)에게 압박과 착취를 당하는 자이다. 한과 원망이 가슴에 자고 설움과 눈물이 거듭하여 어리석은 고식적 보수에 잠자오던 백정 계급은 원래의 무지와 전통을 버리고 모름지기 저 화염 속으로 그들의 이상을 관철하여야 할 것이며, 이러한 역사적 사명을 갖고 있는 것이 아닌가. - 척후대\n다음 자료를 활용한 탐구 활동으로 가장 적절한 것은?\n보안회의 활동 내용을 분석한다.\n조선 형평사의 창립 목적을 파악한다.\n군국기무처가 설치된 계기를 찾아본다.\n전주 화약이 체결되는 과정을 알아본다.\n대한 자강회가 해산된 배경을 조사한다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
48,gold-case:2b3e4d7af2eb726c84de,term-review-task:bc0ebe54d1596f9e313c,resolution-case:e2a2cb2bd7f03dd2fb4b,청동 낙타상,유물,Heritage,2,10,2,10,C10,EXPANDED_ONLY,False,15,"[{""problem_id"": ""cj_v41_0717"", ""full_text"": ""기획 전시 (가), 다양한 문화를 융합하다 우리 박물관에서는 (가)의 문화에 대해 깊이 이해할 수 있는 전시회를 개최합니다. 많은 관람 바랍니다. - 기간: 2022. ○○. ○○. ~ ○○. ○○. - 장소: △△ 박물관 기획 전시실 - 전시관 안내 [1관] 고구려 문화의 계승: 연꽃무늬 수막새와 치미 [2관] 당 문화의 수용: 상경성 평면도 [3관] 말갈 문화의 요소: 말갈계 토기 [4관] 서역과의 교류: 청동 낙타상\n(가) 국가에 대한 설명으로 옳은 것은?\n후당과 오월에 사신을 파견하였다.\n주자감을 설치하여 인재를 양성하였다.\n9서당과 10정의 군사 조직을 운영하였다.\n화백 회의에서 국가의 중대사를 논의하였다.\n내신좌평, 위사좌평 등 6좌평의 관제를 마련하였다.""}, {""problem_id"": ""cj_v41_1293"", ""full_text"": ""이 지도는 (가)이/가 주변 국가들과 교역하는 데 이용한 교통로를 나타낸 것이다 이 국가는 교통로를 통 해 담비·호랑이·표범·곰 등의 가죽과 인삼·우황 등의 약재를 주요 품 목으로 주변 국가들과 교역하였다. 또한 소그드 은화, 청동 낙 타상 등 출토 유물을 통해 서역과의 교류 사실도 확인할 수 있습니 다 가 화살표로 표시되어 있다. 주요 교통로가 나와 있는 것을 통해 주어진 자료 속\n(가) 국가에 대한 설명으로 옳은 것은?\n왜에 칠지도를 만들어 보냈다.\n9서당 10정의 군사 조직을 운영하였다.\n광평성을 비롯한 각종 정치 기구를 마련하였다.\n제사장인 천군과 신성 지역인 소도가 존재하였다.\n서적 관리, 주요 문서 작성을 위해 문적원을 두었다.""}]",REJECTED,NO,설명에 해당 항목이 언급되기는 했지만 중요도가 낮아서,MK,COMPLETED
49,gold-case:3efb8aa09b35621f7198,term-review-task:d57990b0396dafb7fe84,resolution-case:6e8f27ec02bc20aaa58b,불교 개혁 운동,사건,Event,1,8,2,8,C06_09,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0464"", ""full_text"": ""이곳 심우장은 (가)이/가 조선 총독부를 마주하지 않겠다며 북향으로 지었다고 합니다. 님의 침묵 등을 지은 (가)은/는 일제의 탄압에도 굴하지 않다가 광복 직전 이곳에서 돌아가셨습니다.\n(가) 인물에 대한 설명으로 옳은 것은?\n우리말 큰사전 편찬 사업을 추진하였다.\n유교 개혁을 주장하는 유교 구신론을 제창하였다.\n월간지 유심을 발간하여 불교 개혁 운동에 힘썼다.\n진단 학회를 설립하여 실증주의 사학을 발전시켰다.\n독사신론을 저술하여 민족주의 사학의 기반을 마련하였다.""}]",ACCEPTED,NO,불교정화운동,MK,COMPLETED
50,gold-case:3fb4c0e1ee2fefc7d020,term-review-task:9855b0614f8fd8ac198d,resolution-case:003a5d4a1b6e7ec6d2f3,안북부,지명,Place,1,3,2,2,C03_05,EXACT_AND_EXPANDED,False,1,"[{""problem_id"": ""cj_v41_0390"", ""full_text"": ""(가) 왕이 서경에서 안북부까지 나아가 머물렀는데, 거란의 소손녕이 봉산군을 공격하여 파괴하였다는 소식을 듣자 더 가지 못하고 돌아왔다. 서희를 보내 화의를 요청하니 침공을 중지하였다. (나) 강감찬이 수도에 성곽이 없다 하여 나성을 쌓을 것을 요청하니 왕이 그 건의를 따라 왕가도에게 명령하여 축조하게 하였다.\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n사신 저고여가 귀국길에 피살되었다.\n화통도감이 설치되어 화포를 제작하였다.\n강조가 정변을 일으켜 목종을 폐위시켰다.\n나세, 심덕부 등이 진포에서 왜구를 물리쳤다.\n공주 명학소에서 망이·망소이가 난을 일으켰다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
51,gold-case:fa374e65b5d3afcc153b,term-review-task:9154ea1b534ce3229875,resolution-case:cc5ac481e7b7a1f1e4ba,단군 신앙,사상,Concept,1,4,2,3,C03_05,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_1130"", ""full_text"": ""지난 개천절을 기회로 하여 (가) 은/는 나철이 만주에서 독립운동을 계획했다는 이유로 단군 신앙을 기반으로 창시한 (가) 간부 7명이 동대문 종 교 인 데 , 민 족 의 식 을 고 취 할 경찰서에 체포되었다는 기사가 뿐만 아 니 라 독 립 운 동 도 전 개 실렸구나. 하고 있네요.\n(가) 종교에 대한 설명으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발간하였다.\n한용운 등이 사찰령 폐지를 주장하였다.\n박중빈을 중심으로 새생활 운동을 펼쳤다.\n김창숙의 주도로 파리 장서 운동을 전개하였다.\n무장 투쟁을 전개하기 위해 중광단을 조직하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
52,gold-case:a62e861a8a10855f1661,term-review-task:499fb95fd3426f553c39,resolution-case:ff3582197bb4de96e889,예성강,지명,Place,6,9,2,6,C06_09,EXACT_AND_EXPANDED,True,12,"[{""problem_id"": ""cj_v41_0159"", ""full_text"": ""0 토지의 비옥함과 척박함을 구분하여 문무백관에서 부병(府兵), 한인(閑人)에 이르기까지 모두 과(주斗)에 해당하는 토지를 주고, 또 괴에 따라 땔나무를 구할 땅을 주었다. 0 도평의사시에서 방을 붙여 알리기를, “지금부터 은병 미를 쌀로 환산하여 개경에서는 15~16석, 지방에서는 18~19석의 비율로 하되, 경시서에서 그 해의 풍흉을 살펴 그 값을 정할 것이다.” 라고 하였다. (0\n다음 정책을 실시한 국가의 경제 상황으로 옳은 것은?\n모내기법이 전국적으로 확산되었다.\n덕대가 광산을 전문적으로 경영하였다.\n면화, 담배 등이 상품 작물로 재배되었다.\n예성강 하구의 벽란도가 국제 무역항으로 번성하였다.\n토지의 비옥도에 따라 6등급으로 나누어 전세를 거두었다.""}, {""problem_id"": ""cj_v41_0436"", ""full_text"": ""지도와 같이 전국 13곳의 조창에 조세를 모았다가 개경의 경창 등으로 조운하였던 시기의 경제 상황을 말해 볼까요? 주요 조창: 안흥창, 영풍창, 진성창, 해릉창, 장흥창, 덕흥창, 석두창, 통양창 등\n교사의 질문에 대한 학생의 답변으로 옳은 것은?\n관료전을 지급하고 녹읍을 폐지하였다.\n덕대가 광산을 전문적으로 경영하였다.\n고구마, 감자 등의 구황 작물을 재배하였다.\n일본과의 무역을 허용하고 계해약조를 체결하였다.\n예성강 하구의 벽란도가 국제 무역항으로 번성하였다.""}, {""problem_id"": ""cj_v41_0681"", ""full_text"": ""이 작품은 이규보가 예성강 하구의 정경을 묘사한 시이다. 이곳에 있던 벽란도는 (가)의 국제 무역항으로 송과 아라비아 상인들이 왕래할 정도로 번성했다. 조수가 들고나니 오고 가는 배의 꼬리가 이어졌구나 아침에 이 누각 밑을 떠나면 한낮이 되지 않아 돛대는 남만(南蠻)에 이르도다 사람들은 배를 보고 물 위의 역마라고 하지만 바람처럼 달리는 준마도 이보다 빠르지는 못하리\n(가) 국가에 경제 상황으로 옳은 것은?\n송상이 전국 각지에 송방을 두었다.\n활구라고 불리는 은병을 주조하였다.\n동시전을 설치하여 시장을 감독하였다.\n담배, 면화, 생강 등 상품 작물을 널리 재배하였다.\n일본과 교역을 위해 부산포, 염포, 제포를 개항하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
53,gold-case:9f195bcec537fabf7155,term-review-task:19e5d1083d313701b9e4,resolution-case:60d1fe4d4b13883a3a14,경상우병사,제도,Concept,3,8,2,7,C06_09,EXPANDED_ONLY,True,3,"[{""problem_id"": ""cj_v41_0217"", ""full_text"": ""경상도 안핵사 박규수 아뢰옵니다. -4 금번 진주의 백성들이 변란을 일으킨 것은 오로지 전 경상 우병사 백낙신이 탐욕을 부려 수탈하였기 때문이다. 변란을 격발시킨 최를 물어 그를 엄중히 처결하도록 하소서.\n‘변란’에 대한 설명으로 옳은 것은?\n홍경래가 주도하여 봉기하였다.\n청군이 파병되는 결과를 가져왔다.\n흥선 대원군 집권 시기에 일어났다.\n삼정이정청이 설치되는 계기가 되었다.\n보국안민, 제폭구민을 기치로 내걸었다.""}, {""problem_id"": ""cj_v41_0358"", ""full_text"": ""진주의 난민들이 경상 우병사 백낙신을 협박하고 사람을 참혹하게 죽이는 사건이 일어났다고 합니다. 난민들이 이렇게 극도에 이른 경우는 없었는데, 평소에 잘 위무했다면 어찌 이런 일이 있었겠는가? 박규수를 경상도 안핵사로 내려 보내 사태를 수습토록 하라.\n‘사건’에 대한 설명으로 옳은 것은?\n청의 군대에 의해 진압되었다.\n삼정이정청이 설치되는 계기가 되었다.\n서북인에 대한 차별에 반발하여 일어났다.\n남접과 북접이 연합하여 조직적으로 전개되었다.\n함경도와 황해도에 방곡령이 선포되는 결과를 가져왔다.""}, {""problem_id"": ""cj_v41_1073"", ""full_text"": ""자네 소식 들었나? 지난달 진주에서 백성들이 난을 일으켜 관아를 습격하고 아전의 집을 불태웠다더군 나도 들었네. 경상 우병사 백낙 신의 탐학과 향리들의 횡포에 맞서 유계춘이 주도하였다고 하더군 경상 우병사 백낙신\n다음 가상 대화가 이루어진 시기의 사회 모습으로 가장 적 절한 것은?\n빈민 구제를 위해 흑창이 설치되었다.\n원종과 애노가 사벌주에서 봉기하였다.\n홍건적의 침입으로 개경이 함락되었다.\n지배층을 중심으로 변발과 호복이 유행하였다.\n안동 김씨 등의 세도 정치로 매관매직이 성행하였다.""}]",UNRESOLVED,NO,해당 용어와 정확하게 매칭되는 설명이 없음,MK,COMPLETED
54,gold-case:a0b1307b07c262896bb5,term-review-task:9372738e594ff4c176fa,resolution-case:4d114b276166741f262d,대학 졸업 정원제,정책,Concept,1,2,2,2,C01_02,EXACT_AND_EXPANDED,False,0,"[{""problem_id"": ""cj_v41_0189"", ""full_text"": ""대통령은 신년사에서 월드컵과 부산 아시안 게임 개최로 국운 융성의 한 해를 만들자고 강조하며, 공명한 대통령 선거와 지방 자치 선거에 최선을 다하겠다고 밝혔습니다. 이와 더불어 정부도 경제적 정의 실현과 사회 안전망 강화를 통해 중산층과 서민 생활 안정에 노력하겠다고 발표했다.\n‘정부’ 시기의 사실로 옳은 것은?\n호주제가 폐지되었다.\n대학 졸업 정원제가 시행되었다.\n노인 장기 요양 보험법이 제정되었다.\n국민 기초 생활 보장법이 실시되었다.\n중학교 무시험 진학 제도가 시작되었다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETED
55,gold-case:014010e1f99d8d9d8ada,term-review-task:cf36dc1c3f28374a621c,resolution-case:a48bac39ed3d857ffc18,민족주의,사상,Concept,2,10,2,7,C10,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0133"", ""full_text"": ""4 이것은 순종의 인산일에 일어난 당시 장례 행렬에 모인 사람들에게 뿌려진 격문의 일부이다. - 대한 독립운동가여 단결하라! - 일체 납세를 거부하자! - 일본 물자를 배척하자! - 언론 - 출판 - 집회의 자유를! - 보통 교육은 의무 교육으로! - 교육 용어는 조선어로!\n(가) 민족 운동에 대한 설명으로 옳은 것은?\n대구에서 시작되어 전국으로 확산되었다.\n대한민국 임시 정부 수립에 영향을 주었다.\n민족주의 진영과 사회주의 진영이 함께 준비하였다.\n일제가 이른바 문화 통치를 실시하는 배경이 되었다.\n신간회 중앙 본부가 진상 조사단을 파견하여 지원하였다.""}, {""problem_id"": ""cj_v41_0277"", ""full_text"": ""행동 강령 1. 여성에 대한사회적 - 법률적 일체 차별 철폐 2. 일체 봉건적 인습과 미신 다파 3. 조혼 폐지 및 결혼의 자유 4. 인신매매 및 공창폐지 5. 농민 부인의 경제적 이익 옹호 6. 부인 노동의 임금 차별 철폐 및 산전 산후 임금 지불 7. 부인 및 소년공의 위험 노동 및 야입 폐지\n다음 강령을 발표한 단체에 대한 설명으로 옳은 것은?\n3·1 운동에 주도적으로 참여하였다.\n상하이에서 대동 단결 선언을 발표하였다.\n여성 교육을 위해 이화 학당을 설립하였다.\n최초의 여성 권리 선언문인 여권통문을 공표하였다.\n민족주의 계열과 사회주의 계열의 여성들이 연합하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETE
56,gold-case:ad195e088fc9dc29da1e,term-review-task:d6c48cccd2b50ade8170,resolution-case:cbb94badf19c7c9442a6,칠정산 외편,문헌,Work,1,3,2,2,C03_05,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0065"", ""full_text"": ""이 우표 속 인물은 15세기 조선의 과학 기술 발전에 기여하였다. 이 인물의 활동에 대해 말해 볼까요? 〈한국 과학 기술인 기념우표에 선정된 인물 탐구〉 - 생몰: ?~1465년 - 주요 활동 - 세종 때 문과 급제 - 갑인자 제작에 참여 - 천문의 상을 교정·제작 - 저서: 제가역상집, 교식추보법 등\n교사의 질문에 대한 학생의 답변으로 옳은 것은?\n종두법을 소개하였다.\n거중기를 설계하였다.\n동의보감을 완성하였다.\n칠정산 외편을 편찬하였다.\n대동여지도를 제작하였다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETE
57,gold-case:f336764cc20815b2afbf,term-review-task:9c1b42a2ac733d88b717,resolution-case:7e012c6b33655eefcb0a,불이선란도,문화재,Heritage,1,2,2,2,C01_02,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_img_78_26"", ""full_text"": ""불이선란도\n이 작품은 (가) 이/가 자신만의 서예 필법으로 글씨 쓰듯이 그린 것이다. 그림 속 글과 도장을 통해 그의 예술 세계와 소장자 변동 등을 확인 할 수 있다. (가) 은/는 혹독한 제주도 유배 시절을 견뎌내며 추사체 라는 독창적 서체를 남겼다.\n(가) 인물의 작품으로 옳은 것은?\n월하정인\n매화초옥도\n불이선란도\n야묘도추\n세한도""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETE
58,gold-case:7036283c890ecceb3235,term-review-task:2373426378f0655de0c6,resolution-case:dcc8b309c63d85d2963e,인골,유물,Heritage,1,10,2,10,C10,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_1482"", ""full_text"": ""오늘 소개할 곳은 여수 안도 조개더미 유적이다. 이 유적에서는 농경과 목축이 시작된 (가) 시대의 인골과 조개팔찌 등이 출토되어 당시의 매장 풍습을 확인할 수 있다. 또한 이 유적에서 출토된 덧무늬 토기, 눌러찍은 무늬 토기 등을 통해 (가) 시대에는 빗살무늬 토기 이외에도 다양한 토기가 사용되었음을 알 수 있다.\n(가) 시대의 생활 모습으로 가장 적절한 것은?\n청동 방울 등을 의례 도구로 이용하였다.\n주먹도끼 등 뗀석기를 만들기 시작하였다.\n거푸집을 사용하여 세형 동검을 제작하였다.\n쟁기, 쇠스랑 등의 철제 농기구를 사용하였다.\n가락바귀와 뼈바늘을 이용하여 옷을 만들었다.""}]",UNRESOLVED,NO,해당 용어가 단독적으로 등장할 확률 낮음,MK,COMPLETE
59,gold-case:3a59d43f3114cee3655c,term-review-task:0c7fb90cbf2cc51b7046,resolution-case:9a51874ca9b4ade162f0,창경궁,유적,Heritage,2,10,2,8,C10,EXACT_AND_EXPANDED,True,0,"[{""problem_id"": ""cj_v41_0445"", ""full_text"": ""이곳은 창경궁의 정문인 홍화문이다. 창경궁은 (가)이/가 정희 왕후 등 세 분의 대비를 모시기 위해 수강궁을 수리하여 조성한 궁궐이다. (가)은/는 경국대전 완성 등 많은 업적을 남겼습니다.\n(가) 왕의 재위 기간에 있었던 사실로 옳은 것은?\n탕평비가 건립되었다.\n상평통보가 주조되었다.\n악학궤범이 간행되었다.\n훈련도감이 설치되었다.\n초계문신제가 시행되었다.""}, {""problem_id"": ""cj_v41_0887"", ""full_text"": ""답사 계획서 回 주제: 근대 역사의 현장을 찾아서 기간. 2023년 00월 00일1 10:00~16:00 경로. 기기창- 제중원 터 -박문국 터 -중명전 -수 원각사 터 (가) 기기창 경복궁 사직단 (마) 원각사 터 경회궁 덕수궁 (라》 중명전 숭례문 창경궁 (나) 저조 터 창덕궁 운현궁 종묘 청계천 (다) 박문국 터\n(가)~(마)에 대한 설명으로 옳은 것은?\n(가) - 우리나라 최초의 근대 신문이 간행되었다.\n(나) - 고종의 황제 즉위식이 거행된 장소이다.\n(다) - 백동화가 주조되었다.\n(라) - 을사늑약이 체결되었다.\n(마) - 나운규의 아리랑이 처음 상영된 곳이다.""}]",ACCEPTED,NO,용어와 설명이 일치함,MK,COMPLETE
60,gold-case:484ac6107c0b21789953,term-review-task:8dc175a4c6dc39406acd,resolution-case:74c4da9d600d49b87627,북방정책,정책,Concept,1,6,2,6,C06_09,EXACT_AND_EXPANDED,False,1,"[{""problem_id"": ""cj_v41_1432"", ""full_text"": ""하계 올림픽을 성공적으로 마친 대통령은 오늘 한국 국가 원수로서 처음으로 헝가리를 방문하였다. 헝가리는 우리 정부의 북방정책에 대한 지지와 협력 의사를 함께 표명하였다. 이것은 정부가 발표한 7·7 선언의 성과로 평가되고 있다.\n다음 뉴스가 보도된 정부 시기의 통일 노력으로 옳은 것은?\n남북 조절위원회가 구성되었다.\n남북한이 유엔에 동시 가입하였다.\n금강산 해로 관광 사업이 시작되었다.\n개성에 남북 경제 협력 협의 사무소가 설치되었다.\n최초로 남북 이산가족 고향 방문단 교환이 이루어졌다.""}]",ACCEPTED,NO,용어와 설명이 일치한다,MK,COMPLETE
61,gold-case:038e827b13a2f22f9a2e,term-review-task:d1aa3d7116dfbdae6e53,resolution-case:afe80f84714bf3a0cc27,조청 상민 수륙 무역 장정,조약,Work,9,8,2,8,C06_09,EXPANDED_ONLY,False,11,"[{""problem_id"": ""cj_v41_0128"", ""full_text"": ""며칠 전 러시아, 프랑스, 독일의 압력으로 일본이 청에 랴오둥반도를 반환했다는 소식 들었는가? 들었네. 우리도 이 기회에 러시아를 이용하여 일본의 간섭에서 벗어날 방도를 찾아야 할 것이네.\n다음 대화에 나타난 상황 이후의 사실로 옳은 것은?\n조청 상민 수륙 무역 장정을 체결하였다.\n건양이라는 독자적인 연호를 사용하였다.\n행정 기구를 6조에서 8아문으로 개편하였다.\n군국기무처를 설치하여 근대적 개혁을 추진하였다.\n영국이 러시아를 견제하기 위해 거문도를 점령하였다.""}, {""problem_id"": ""cj_v41_0265"", ""full_text"": ""(가) 대왕대비께서 전교하기를, “이번에 이렇게 만동묘를 철폐하고 다른 곳으로 옮기 모시는 것에 대해서 선현의 혼령이 알게 되더라도 올바른 예법이라고 여기고 유감이 없을 것이다.”라고 하였다. (나) 최익현이 상소를 올려 대원군의 잘못을 탄핵하기를, “만약 그 지위가 아닌데도 국정에 괸여하는 지는 단지 그 지위와 녹을 중요하게 여기기 때문이다.”라고 하였다. 왕은 너그러운 비답을 내려 특별히 그를 호조 참판에 발탁하고 총애하였다.\n(가), (나) 사이의 시기에 있었던 사실로 옳은 것은?\n신식 군대인 별기군이 창설되었다.\n서재필 등이 독립신문을 발행하였다.\n종로와 전국 각지에 척화비가 세워졌다.\n김옥균 등 개화 세력이 정변을 일으켰다.\n조청 상민 수륙 무역 장정을 체결하였다.""}, {""problem_id"": ""cj_v41_0314"", ""full_text"": ""3 사료로 보는 한국사 제1조 0 근 보정성성(保定省城)으로 이송하여 이6 0 0 청하도의 옛 관서에 거주시기도록 한다. 이言쁨에게 오가는 서신 일체는 밀봉할 수 없으며 간수 위원의 검열을 거쳐야 보낼 수 있다. 밀봉 되었거나 한글로 된 서신은 위원이 반송한다. [해설] 정으로 끌려간 흥선 대원군(이하응)을 감시하기 위해 만들어신 규정의 일부이다. 개화 정책에 대한 불만과 구식 군인에 대한 자별 대우로 일어난 이 사건을 진압한 정은 그 책임을 물어 흥선 대원군을 납지해 갔다\n‘이 사건’의 영향으로 옳은 것은?\n삼정이정청이 설치되었다.\n어재연 부대가 광성보에서 항전하였다.\n종로와 전국 각지에 척화비가 세워졌다.\n조청 상민 수륙 무역 장정이 체결되었다.\n일본 군함 운요호가 영종도를 공격하였다.""}]",ACCEPTED,NO,용어와 설명이 일치한다,MK,COMPLETE
62,gold-case:8c61402beaca9c337af8,term-review-task:2f2f7be3ab5c5423ef44,resolution-case:ccf746e4d1b36b2f5735,금동제 가면,유물,Heritage,1,3,2,3,C03_05,EXPANDED_ONLY,False,0,"[{""problem_id"": ""cj_v41_0193"", ""full_text"": ""이 유물은 중국 지런성 상화강 유역의 등된산 유적에서 출토된 (가) 의 금동제 가면이다. '삼국지 동이전에 따르면 에는 여러 가까들이 별도로 관찰하는 사출도가 있엿으며 사람을 죽여 순장하는 풍습이 행해 젓다고 한다.\n(가) 나라에 대한 설명으로 옳은 것은?\n12월에 영고라는 제천 행사를 열었다.\n신지, 읍차라고 불린 지배자가 있었다.\n제사장인 천군과 신성 지역인 소도가 존재하였다.\n대가들이 사자, 조의, 선인 등의 관리를 거느렸다.\n다른 부족의 영역을 침범하면 소나 말로 변상하였다.""}]",REJECTED,NO,용어에 대한 설명이 없음,MK,COMPLETE
63,gold-case:4cea835efc69cca12b55,term-review-task:864ab78d61e2df14b079,resolution-case:0f97dc342adf129ca5cf,오용진,인물,Person,1,10,2,9,C10,EXPANDED_ONLY,False,20,"[{""problem_id"": ""cj_v41_0264"", ""full_text"": ""적도의 우두머리는 성은 홍이고 이름은 알 수 없으예 우군식 -오용진 등이 그의 부하라고 하옵니다. 또한 선천 부사 김익순은 그들에게 항복 했다고 하옵니다. 적도들을 즉시 토벌하라.\n다음 대화에 나타난 사건에 대한 설명으로 옳은 것은?\n박규수가 안핵사로 파견되었다.\n조병갑의 탐학이 계기가 되었다.\n선혜청과 일본 공사관을 공격하였다.\n서북인에 대한 차별에 반발하여 일어났다.\n남접과 북접이 연합하여 조직적으로 전개되었다.""}]",REJECTED,NO,용어에 대한 설명이 없음,MK,COMPLETE
