gold_case_order,gold_case_id,term_review_task_id,resolution_case_id,canonical_term,category,problem_context_samples_json,source_candidate_id,source_record_id,source,candidate_rank,matched_name,matched_field,retrieval_method,retrieval_score,category_compatibility,normalized_names_json,hanja_json,era_values_json,birth_year,death_year,bonkwan_json,source_entity_type_proposal,source_context_json,candidate_pair_signals_json,gold_candidate_role,gold_alternative_key,gold_display_name,gold_entity_type,gold_related_entity_key,gold_related_display_name,gold_related_entity_type,gold_reason
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:9c304eed84c0ec546f5a,AKS:ARTICLE:E0061898:sha256-704d8ea620c542f5,AKS,3,한인국방경비대,name,name_ngram,0.465476,COMPATIBLE,"[""맹호군"", ""한인경위대"", ""한인국방경비대""]","[""韓人國防警備隊""]","[""근대"", ""일제강점기""]",,,[],Organization,"{""headword"": ""한인국방경비대"", ""aliases"": [""맹호군"", ""한인경위대""], ""origin"": ""韓人國防警備隊"", ""headword_origin"": ""한인국방경비대(韓人國防警備隊)"", ""primary_type"": ""단체"", ""era"": ""근대/일제강점기"", ""definition"": ""1942년 2월 미국의 로스앤젤레스에서 조직된 한인 군사조직.""}","[{""left_source_candidate_id"": ""source-candidate:9c304eed84c0ec546f5a"", ""right_source_candidate_id"": ""source-candidate:aedd89e57edfc7678da3"", ""signals"": [""normalized_name_match"", ""hanja_match""], ""conflicts"": [], ""merge_eligible"": true}]",IDENTITY_MEMBER,ALT_177,한인국방경위대,Organization,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:54db5b2580418b78cb73,THESAURUS:TERM:23074980:sha256-1022516a18f91e61,THESAURUS,4,대한인국민회쿠바지방회,name,name_ngram,0.317059,UNKNOWN,"[""대한인국민회쿠바지방회""]","[""大韓人國民會"", ""地方會""]","[""일제시기""]",,,[],,"{""term_name"": ""대한인국민회쿠바지방회"", ""hanja"": ""大韓人國民會쿠바地方會"", ""era"": ""일제시기"", ""thesaurus_category"": ""사회운동·독립운동>독립운동>민족주의운동(독립)"", ""description"": ""1921년 쿠바에서 결성된 대한인국민회 지방회."", ""term_year"": ""1921-?""}",[],,,,,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:bf70b756604c23151355,AKS:ARTICLE:E0012155:sha256-704d8ea620c542f5,AKS,5,국방경비대,name,name_ngram,0.306667,COMPATIBLE,"[""국방경비대"", ""남조선국방경비대""]","[""南朝鮮"", ""國防警備隊""]","[""현대""]",,,[],Organization,"{""headword"": ""남조선 국방경비대"", ""aliases"": [""국방경비대""], ""origin"": ""南朝鮮 國防警備隊"", ""headword_origin"": ""남조선 국방경비대(南朝鮮 國防警備隊)"", ""primary_type"": ""단체"", ""era"": ""현대"", ""definition"": ""8·15광복 후 미군정하에서 창설되어 대한민국국군(육군, 공군)의 모체가 되었던 군사조직.""}","[{""left_source_candidate_id"": ""source-candidate:bf70b756604c23151355"", ""right_source_candidate_id"": ""source-candidate:f0d81f4d9bd48d8b36fc"", ""signals"": [""normalized_name_match"", ""hanja_match"", ""era_overlap""], ""conflicts"": [], ""merge_eligible"": true}]",,,,,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:f0d81f4d9bd48d8b36fc,THESAURUS:TERM:2192:sha256-1022516a18f91e61,THESAURUS,6,국방경비대,name,name_ngram,0.306667,UNKNOWN,"[""국방경비대""]","[""國防警備隊""]","[""현대""]",,,[],,"{""term_name"": ""국방경비대"", ""hanja"": ""國防警備隊"", ""era"": ""현대"", ""thesaurus_category"": ""국방·군사>군>중앙군"", ""description"": ""1946년 1월 15일 미군정청 산하에 창설되어 대한민국 국군의 모체가 되었던 군사조직."", ""term_year"": ""1946-1948""}","[{""left_source_candidate_id"": ""source-candidate:bf70b756604c23151355"", ""right_source_candidate_id"": ""source-candidate:f0d81f4d9bd48d8b36fc"", ""signals"": [""normalized_name_match"", ""hanja_match"", ""era_overlap""], ""conflicts"": [], ""merge_eligible"": true}]",,,,,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:f2e839c821d0ee9557b1,THESAURUS:TERM:23074968:sha256-1022516a18f91e61,THESAURUS,7,대한인국민회만주지방총회,name,name_ngram,0.306082,UNKNOWN,"[""대한인국민회만주지방총회""]","[""大韓人國民會滿洲地方總會""]","[""일제시기""]",,,[],,"{""term_name"": ""대한인국민회만주지방총회"", ""hanja"": ""大韓人國民會滿洲地方總會"", ""era"": ""일제시기"", ""thesaurus_category"": ""사회운동·독립운동>독립운동>민족주의운동(독립)"", ""description"": ""1910년 4월 만주 하얼빈에서 조직된 미주지역 대한인국민회의 지방조직."", ""term_year"": ""1910-?""}",[],,,,,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:a25de8f6811bb8fb8755,THESAURUS:TERM:23074971:sha256-1022516a18f91e61,THESAURUS,8,대한인국민회멕시코지방회,name,name_ngram,0.306082,UNKNOWN,"[""대한인국민회멕시코지방회""]","[""大韓人國民會"", ""地方會""]","[""일제시기""]",,,[],,"{""term_name"": ""대한인국민회멕시코지방회"", ""hanja"": ""大韓人國民會멕시코地方會"", ""era"": ""일제시기"", ""thesaurus_category"": ""사회운동·독립운동>독립운동>민족주의운동(독립)"", ""description"": ""1911년 설립된 대한인국민회의 멕시코 지방회."", ""term_year"": ""1911-?""}",[],,,,,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:ce849fdae6f1ef7f483b,AKS:ARTICLE:E0068107:sha256-704d8ea620c542f5,AKS,9,북미대한인국민회,name,name_ngram,0.298,COMPATIBLE,"[""북미대한인국민회""]","[""北美大韓人國民會""]","[""근대"", ""대한제국기"", ""일제강점기""]",,,[],Organization,"{""headword"": ""북미대한인국민회"", ""origin"": ""北美大韓人國民會"", ""headword_origin"": ""북미대한인국민회(北美大韓人國民會)"", ""primary_type"": ""단체"", ""era"": ""근대/대한제국기 | 근대/일제강점기"", ""definition"": ""미주 독립운동단체였던 대한인국민회(大韓人國民會)의 후신.""}",[],,,,,,,,
91,gold-case:b7515fd916c787344f5f,term-review-task:4d38ef8e6952cfb700f7,resolution-case:f18572e0d474531c821c,한인국방경위대,기관,"[{""problem_id"": ""cj_v41_1427"", ""full_text"": ""휘문중학 운동장에서 (가) 의 수반인 여운형 씨가 5천여 군중 앞에서 해방의 제일성을 힘있게 외쳤다. “조선 민족 해방의 날은 왔다. …… 어제 15일 아침 8시에 엔도 조선 총독부 정무총감의 초청을 받아 …… 나는 다섯 가지 요구를 제안하여 무조건 승낙을 받았다. 1. 전 조선 각지에 구속되어 있는 정치, 경제범을 즉시 해방하라 …… 4. 민족 해방의 모든 원동력이 되는 학생 훈련과 청년 조직에 대하여 간섭하지 말라 …… 이것으로 우리 민족 해방의 첫걸음을 내딛게 되었으니 우리가 지난날에 아프고 쓰렸던 것은 이 자리에서 모두 잊어버리자. ……”\n(가)에 대한 설명으로 옳은 것은?\n신한공사를 설립하였다.\n좌우 합작 7원칙을 제시하였다.\n조선 인민 공화국 수립이 선포된 후 해산하였다.\n한인 국방 경위대를 창설하였다.\n남북 협상 공동 성명서를 발표하였다.""}, {""problem_id"": ""cj_v41_1469"", ""full_text"": ""조선인 운동은 민족 운동으로 또는 사회 운동으로 표면과 이면에서 그침 없이 계속하여 오다가, 조선 민족의 총역량을 집중 하여 민족 단일당 결성을 촉진하며 (가) 이/가 조직되었다. 각도 각지에서는 지회가 속속 설치되었다. …… (가) 은/는 민중 대회를 준비하다가 발각되어 타격을 입은 이후 해소라는 새 기록을 남기고 5년간 걸어 온 자취를 청산하는 동시에 새로운 방향으로 걸음을 전환하였다.\n(가) 단체의 활동으로 옳은 것은?\n개벽, 신여성 등의 잡지를 발행하였다.\n중추원 개편을 통해 의회 설립을 추진하였다.\n군사 조직으로 한인 국방 경위대를 창설하였다.\n순종의 인산일을 기회로 만세 운동을 계획하였다.\n광주 학생 항일 운동에 진상 조사단을 파견하였다.""}]",source-candidate:119301eacdc088526728,AKS:ARTICLE:E0072340:sha256-704d8ea620c542f5,AKS,10,대한인국민회 마탄사스지방회,name,name_ngram,0.296246,COMPATIBLE,"[""대한인국민회마탄사스지방회"", ""쿠바지방회""]","[""地方會""]","[""근대"", ""일제강점기""]",,,[],Organization,"{""headword"": ""쿠바 지방회"", ""aliases"": [""대한인국민회 마탄사스지방회""], ""origin"": ""Cuba 地方會"", ""headword_origin"": ""쿠바 지방회(Cuba 地方會)"", ""primary_type"": ""단체"", ""era"": ""근대/일제강점기"", ""definition"": ""쿠바 한인이 마탄사스에 세운 대한인국민회 지방회.""}",[],,,,,,,,
92,gold-case:15fe0c6fc9e323227ced,term-review-task:1b56241f652a05aeabb8,resolution-case:2c8e9a2cbb369954bcc7,설원랑,인물,"[{""problem_id"": ""cj_v41_0004"", ""full_text"": ""(가) 왕이 다시 명령을 내려 좋은 가문 출신의 남자로서 덕행이 있는 자를 뽑아 명칭을 고쳐 화랑이라고 하였다. 처음으로 설원랑을 받들어 국선으로 삼으니, 이것이 화랑 국선의 시초이다. - 삼국유사 - (나) 왕이 이찬 이사부에게 명령하여 가라국을 습격하게 하였다. 이때 사다함은 나이가 15~16세였는데 종군하기를 청하였다. 그 나라 사람들은 뜻하지 않은 신라군의 습격을 받았다. - 삼국사기 -\n'왕'의 재위 시기에 있었던 사실로 옳은 것은?\n거칠부가 국사를 편찬하였다.\n김헌창이 웅천주에서 반란을 일으켰다.\n이차돈의 순교를 계기로 불교가 공인되었다.\n최고 지배자의 호칭이 마립간으로 바뀌었다.\n자장의 건의로 황룡사 9층 목탑이 건립되었다.""}, {""problem_id"": ""cj_v41_1248"", ""full_text"": ""0 풍월주(風月主), 원화(i源花)의 법이 폐하여진 지 이미 여러 해였다. 왕은 나리를 일으기려면 풍월도를 먼저 하여야 한다고 생각하여 다시금 영(令)을 내려 귀인과 양가의 자제 중에서 얼굴이 아름답고 덕행이 있는 자를 선발해서 분장을 시켜 (가) 또는국선(國仙)이라 이름하였다. 0 좋은 가문 출신의 남자로서 덕행이 있는 자를 뽑아 (가) (에라 하였다. 처음 설원랑을 받들어 국선으로 삼았는데 이것이 시초이다.\n(가) 제도를 시행한 국가에 대한 설명으로 옳은 것은?\n태학과 경당을 두어 인재를 양성하였다.\n유랑민을 구휼하는 활인서를 설치하였다.\n정사암 회의에서 국가 중대사를 결정하였다.\n도병마사에서 변경의 군사 문제 등을 논의하였다.\n골품에 따라 관등 승진, 일상생활 등을 엄격히 제한하였다.""}]",source-candidate:7c49af6020212819d267,AKS:ARTICLE:E0029068:sha256-704d8ea620c542f5,AKS,1,설원랑,name,exact,1.0,COMPATIBLE,"[""설원랑""]","[""薛原郎""]","[""고대"", ""삼국"", ""신라""]",,,[],Person,"{""headword"": ""설원랑"", ""origin"": ""薛原郎"", ""headword_origin"": ""설원랑(薛原郎)"", ""primary_type"": ""인물/전통 인물"", ""era"": ""고대/삼국/신라"", ""definition"": ""삼국시대 신라 최초의 화랑.""}",[],IDENTITY_MEMBER,ALT_178,설원랑,Person,,,,
92,gold-case:15fe0c6fc9e323227ced,term-review-task:1b56241f652a05aeabb8,resolution-case:2c8e9a2cbb369954bcc7,설원랑,인물,"[{""problem_id"": ""cj_v41_0004"", ""full_text"": ""(가) 왕이 다시 명령을 내려 좋은 가문 출신의 남자로서 덕행이 있는 자를 뽑아 명칭을 고쳐 화랑이라고 하였다. 처음으로 설원랑을 받들어 국선으로 삼으니, 이것이 화랑 국선의 시초이다. - 삼국유사 - (나) 왕이 이찬 이사부에게 명령하여 가라국을 습격하게 하였다. 이때 사다함은 나이가 15~16세였는데 종군하기를 청하였다. 그 나라 사람들은 뜻하지 않은 신라군의 습격을 받았다. - 삼국사기 -\n'왕'의 재위 시기에 있었던 사실로 옳은 것은?\n거칠부가 국사를 편찬하였다.\n김헌창이 웅천주에서 반란을 일으켰다.\n이차돈의 순교를 계기로 불교가 공인되었다.\n최고 지배자의 호칭이 마립간으로 바뀌었다.\n자장의 건의로 황룡사 9층 목탑이 건립되었다.""}, {""problem_id"": ""cj_v41_1248"", ""full_text"": ""0 풍월주(風月主), 원화(i源花)의 법이 폐하여진 지 이미 여러 해였다. 왕은 나리를 일으기려면 풍월도를 먼저 하여야 한다고 생각하여 다시금 영(令)을 내려 귀인과 양가의 자제 중에서 얼굴이 아름답고 덕행이 있는 자를 선발해서 분장을 시켜 (가) 또는국선(國仙)이라 이름하였다. 0 좋은 가문 출신의 남자로서 덕행이 있는 자를 뽑아 (가) (에라 하였다. 처음 설원랑을 받들어 국선으로 삼았는데 이것이 시초이다.\n(가) 제도를 시행한 국가에 대한 설명으로 옳은 것은?\n태학과 경당을 두어 인재를 양성하였다.\n유랑민을 구휼하는 활인서를 설치하였다.\n정사암 회의에서 국가 중대사를 결정하였다.\n도병마사에서 변경의 군사 문제 등을 논의하였다.\n골품에 따라 관등 승진, 일상생활 등을 엄격히 제한하였다.""}]",source-candidate:1906e6ab21346c4db577,THESAURUS:TERM:12608652:sha256-1022516a18f91e61,THESAURUS,2,설원랑,name,exact,1.0,UNKNOWN,"[""설원랑""]","[""薛原郎""]","[""삼국시대""]",,,[],Person,"{""term_name"": ""설원랑"", ""hanja"": ""薛原郎"", ""era"": ""삼국시대"", ""thesaurus_category"": ""인명"", ""description"": ""신라 진흥왕 때 화랑도를 제정하고 최초의 화랑으로 받든 인물."", ""term_year"": ""?""}",[],IDENTITY_MEMBER,ALT_178,설원랑,Person,,,,
