review_status,suggested_label,review_note,ml_sequence_index,round_no,question_no,problem_id,actual_label,predicted_label,era,original_topic,topic_train,question_type,question_subtype,core_concept,text_preview,is_correct
,,,1169,70,19,cj_v41_1113,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,조선 성종 대의 사실,며칠 전 전하께서 예문관에서 옛 집현전의 홍문관원들이 경연관을 직제를 분리하여 홍문관으로 이관하는 것을 겸 한 다 고 하 니 앞 으 로 명하셨다고 하네. 이제 홍문관이 옛 집현전의 경연이 더욱 활성화되겠군. 기능을 대신한다는 것이지. 밑줄 그은 ‘전하’의 재위 시기에 있었던 사실로 옳은 것은? [키워드] 집현전 홍문관 재위 서예 [Core Concept] 조선 성종 대의 사실,False
,,,1173,70,23,cj_v41_1117,정치,제도,조선,경제,정치,역사 자료의 분석 및 해석,보기 조합 판단,대동법,"이원익의 건의로 경기도에서 이번에 시행되는 제도는 지방의 특산물을 시행되는 수취 제도에 대해 징수하면서 나타난 방납의 폐단을 막아 설명해 주세요. 백성들의 부담을 줄여주기 위한 것이다. 공물을 현물 대신 토지의 결 수에 따라 쌀로 납부합니다. ㄱ. 선혜청에서 관련 업무를 담당하였다. ㄴ. 재정을 보충하기 위해 지주에게 결작을 부과하였다. ㄷ. 관청에 물품을 조달하는 공인이 등장하는 배경이 되었다. ㄹ. 어장세, 선박세 등이 국가 재정으로 귀속되는 결과를 가...",False
,,,1187,70,37,cj_v41_1130,사건,문화,고려,사건,사건,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,대종교,"지난 개천절을 기회로 하여 (가) 은/는 나철이 만주에서 독립운동을 계획했다는 이유로 단군 신앙을 기반으로 창시한 (가) 간부 7명이 동대문 종 교 인 데 , 민 족 의 식 을 고 취 할 경찰서에 체포되었다는 기사가 뿐만 아 니 라 독 립 운 동 도 전 개 실렸구나. 하고 있네요. (가) 종교에 대한 설명으로 옳은 것은? [키워드] 독립운동 단군 만주 종교 신앙 운동 [Core Concept] 대종교",False
,,,1192,70,42,cj_v41_1135,인물,사건,현대,인물,인물,연대기의 파악,연표·흐름 빈칸,"김구, 김규식의 통일 정부 수립 노력",친애하는 메논 박사 남북 지도자 회담에 관하여 귀하와 귀 위원단에게 우리의 의견과 각서를 이미 제출한 바이어니와 우리는 가급적 우리 양인의 명의로 남에서 이에 찬동하는 제 정당의 대표 회담을 소집하여 이미 제출한 바에 제1차 보조를 하겠습니다. 이 회의에서 남쪽이 대표를 선출하면 북쪽에 연락할 인원과 방법에 대한 것을 결정하겠습니다. 귀 위원단이 이에 대하여 원만하고 적극적인 협조를 직접 간접으로 하여 주시면 대단히 감사하겠으며 우리 양방의 노력으로 하여금...,False
,,,1218,71,18,cj_v41_1160,정치,문화,남북국 시대,사회,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,경북 안동의 역사적 사실,"유네스코 세계유산을 품은 도시 (가) 에 여러분을 초대합니다. (가) 은/는 유네스코 세계유산, 무형문화유산, 세계기록유산 등을 보유한 유서 깊은 고장이다. 홍건적의 침입 당시 공민왕과 노국 공주가 피란했던 역사가 있는 곳이기도 합니다. 이곳에 오셔서 다양한 전통문화를 느껴 보시기 바랍니다. 추천 방문 장소 하회마을에서 하회별신굿탈놀이 도산서원 관람하기 봉정사 봉정사에서 우리나라에서 가장 오래된 목조 건물인 극락전 둘러보기 하회마을 도산서원에서 퇴계 이황의...",False
,,,1228,71,28,cj_v41_1170,인물,사건,조선,인물,인물,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,신미양요 이후의 사실,"3년 전 우리나라에서 전시한 맞아. 이 수자기는 그때 빼앗겼다가 어재연 장군의 수자기를 찍은 많은 노력 끝에 대여 형식으로 들어와 사진이야. 어재연 장군은 미군이 실물을 볼 수 있었지. 안타깝게도 지금은 강화도를 침략한 (가) 당시 미국으로 다시 돌아가 언제 돌아올 수 광성보에서 항전하였다. 있을지 모른다고 해. 오전 10:50 ◯◯◯님, 3년 전 올린 게시물에서 어떤 일이 있었는지 확인해 보세요. 3년 전 어재연 장군 수자기! 조선 군인의 결의가 느껴진다...",False
,,,1245,71,45,cj_v41_1187,인물,문화,선사 시대,인물,인물,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,충남 공주의 역사적 사실,"학생 여러분, 이번 시간에는 우리 고장의 유적과 기념물을 조사해서 발표하는 활동을 하겠습니다. 우리 고장은 금강 중류에 위치한 유서 깊은 도시이다. 남한에서 최초로 발굴된 구석기 유적이 있어 선사 시대부터 우리 고장에 사람이 살았던 것을 알 수 있다. 또한 삼국이 상호 경쟁하던 시기에는 백제의 수도로서 백제 중흥을 위한 노력이 전개되었던 곳으로 백제 고분을 통해 당시의 문화를 엿볼 수 있다. 고려 시대에는 최승로의 건의에 따라 설치된 12목 중의 하나였고,...",False
,,,1247,71,47,cj_v41_1189,정치,사건,현대,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,5·10 총선거,공보물로 본 우리나라 선거의 역사 밑줄 그은 ‘총선거’에 대한 설명으로 옳은 것은? [키워드] 5·10 총선거 [Core Concept] 5·10 총선거,False
,,,1252,72,2,cj_v41_1194,제도,인물,고조선,제도,제도,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,범금8조,"함께 성장하는 한국사 수업 한 무제의 침략에 맞서 싸운 이 나라에 대해 조사한 내용을 올려주세요. 정치 경제 사회 왕 아래에 상, 대부, 중국과 한반도 남부의 사회 질서를 유지하기 장군 등의 관직을 진국 사이에서 위한 범금 8조가 두었어요. 중계 무역을 하였다요. 있었다요. 밑줄 그은 ‘이 나라’에 대한 탐구 활동으로 가장 적절한 것은? [키워드] 범금8조 중계무역 한무제 무역 경제 사회 활동 장군 관직 [Core Concept] 범금8조",False
,,,1268,72,18,cj_v41_1210,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,정도전,"자네 들었는가? 임금께서 민무구, 나도 들었네. 중전마마의 민무질에게 자결을 명하셨다더군. 몇 해 동생으로 임금께서 정도전을 전 어린 세자를 이용해 권세를 잡으려 숙청할 때 공을 세웠던 사람들 했다는 죄로 귀양을 보내셨었지. 이었지. 밑줄 그은 ‘임금’에 대한 설명으로 옳은 것은? [키워드] 정도전 [Core Concept] 정도전",False
,,,1269,72,19,cj_v41_1211,정치,문화,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,훈민정음,"도로명으로 보는 역사 : 만리재로 이 도로명은 만리재에서 유래한 것이다. 만리재로 만리재는 조선의 문신 최만리가 살았다고 하여 Manrijae-ro 붙여진 지명이다. 세자의 스승이기도 하였던 최만리는 세종이 학문 연구, 편찬 사업 등을 수행하도록 설치한 (가) 의 부제학으로 활약하였다. 그러나 훈민정음 창제를 반대하는 상소를 올려 세종과 갈등을 빚기도 하였다. (가) 기구에 대한 설명으로 옳은 것은? [키워드] 훈민정음 조선 세종 여진 [Core Conce...",False
,,,1270,72,20,cj_v41_1212,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,재위,"전하께서 성군을 이으셨으니, 예악(禮樂)으로 태평 시절을 일으키실 때가 바로 지금이다. 장악원 소장의 의궤와 악보가 오랜 세월이 지나서 끊어지고 문드러졌다. 다행히 보존된 것 역시 모두 엉성하고 오류가 있으며 빠진 것이 많다. 이에 성현 등에게 명하여 다시 교정하게 하였다. 책이 완성되자 악학궤범이라고 이름 지었다. 밑줄 그은 ‘전하’의 재위 기간에 있었던 사실로 옳은 것은? [키워드] 재위 [Core Concept] 재위",False
,,,1307,73,7,cj_v41_1246,정치,인물,남북국 시대,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,진성여왕,"이것은 보령 성주사지 대낭혜화상탑비로, 진성여왕의 명을 받아 최치원이 비문을 작성했다. 혜공왕 피살 이후 왕위 쟁탈전이 치열했던 시기에 당에서 수행하고 돌아와 9산 선문 중 하나인 성주산문을 개창한 낭혜화상의 행적이 기록되어 있다. 1 1 4 밑줄 그은 '시기'에 있었던 사실로 옳은 것은? [키워드] 진성여왕 혜공왕 왕위 [Core Concept] 진성여왕",False
,,,1312,73,12,cj_v41_1251,정치,제도,고려,경제,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,경제,"무릇 장마• 가뭄• 병충해 • 서리 피해로 작황이 부실한 경작지를 촌전(村典)*이 수령에게 보고하면 수령이 직접 검사하여 호부에 신고 하고, 호부에서는 다시 삼사에 보낸다. 삼사에서는 넘겨받은 문서를 조사한 뒤에 다시 그 지역 안찰사로 하여금 따로 사람을 보내 자세히 살펴 조사하게 하여 재해로 피해를 입었다면 조세를 감면한다. *촌전: 촌의 대표 다음 상황이 나타난 국가의 경제 모습으로 옳은 것은? [키워드] 경제 조세 [Core Concept] 경제",False
,,,1313,73,13,cj_v41_1252,정치,인물,고려,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,삼국사기,원문 이미지 시기 2년 5년 7년 23년 내 용 이자겸의 셋째 딸을 왕비로 맞아들이다 척준경과 그 일당을 유배 보내다 금에 충성을 맹세하는 표문을 올리다 김부식이 삼국사기를 편친해 바치다 다음 검색창에 들어갈 왕의 재위 시기에 있었던 사실로 옳 은 것은? [키워드] 삼국사기 이자겸 재위 [Core Concept] 삼국사기,False
,,,1319,73,19,cj_v41_1257,정치,문화,고려,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,직지심체요절,X 국가유산 디지털 서비스 弓 기록 유산 유네스코 등재유산 한국의 세계 기록 유산 한국의 세계 기록 유산(18건) (가) 조선왕조실록 (나) 직지심체요절 (다) 조선왕조의궤 (라) 동의보감 (마) 일성록 (가)~(마)에 대한 설명으로 옳지 않은 것은? [키워드] 직지심체요절 동의보감 조선 [Core Concept] 직지심체요절,False
,,,1338,73,38,cj_v41_1274,정치,사건,조선,사회,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,소년 운동,"한 나라 한 사회나 한 집안의 장래를 맡은 사람은 누구인가. 곧 그 집안이나 그 사회나 그 나라의 아들과 손자일 것이다. (가 은/는 어린이를 위한 부모의 도움이 두터워지기를 바라는 마음에서 5월 1일 오늘을 기회로 삼아 '어린이의 날'이라고 이름하고, 소년 회원이 거리마다 늘어서서 “항상 10년 후의 조선을 생각하십시오.”라고 쓴 인쇄물을 배포하며 취지를 선전했다. 이러한 일은 조선 소년 운동의 처음이며, 다른 사회에서도 많이 응원하여 노력하기를 바란다....",False
,,,1370,74,20,cj_v41_1306,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,조선 세조 대의 사실,"이 그림은 무관 오자치를 그린 것으로, 현존하는 무관 초상화 중에 서 가장 이른 시기의 작품이다 오자치 는 (가)이/가 호패법을 재실시하는 등 지방 세력 통제를 강화하자, 이에 반발하며 함길도에서 이시애가 일으킨 난을 평정한 공으로 적 개공신에 책봉되었다 (가) 왕의 재위 시기에 있었던 사실로 옳은 것은? [키워드] 재위 그림 강화 책봉 [Core Concept] 조선 세조 대의 사실",False
,,,1388,74,38,cj_v41_1324,정치,인물,일제 강점기,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,의열단,라는 제목 아래 라 는 질문에 는 대답이 나와 있다. 이어 A. 김원봉이 조직한 이 단체의 일원으로 일제에 항거하기 위해 고서상으로 위장하여 부산 경찰서에 들어가 폭탄을 터뜨렸습니다 밑줄 그은 '이 단체'에 대한 설명으로 옳은 것은? [키워드] 김원봉 일제 [Core Concept] 의열단,False
,,,1392,74,42,cj_v41_1328,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,한국 독립군,이름에 조국의 광복을 담다 오광선(1896~ / 경기도 용인특례시 처인구 원삼면 출생으로 본명은 성묵이다. 1915년 중국으로 망명한 후 조선의 광복이라는 뜻의 광선(光鮮) 으로 개명하였다 1920년 대한독립군 단 중대장으로 독립군을 지휘하였다. 만주 사변이 일어나자 (가) 의 총사령관 지청천 등과 함께 중국군과 연합하여 1933년 대전 자령에서 일본군을 상대로 대승을 거두는 데 중요한 역할을 하였다. 1962년 건국훈장 독립장을 받았다 (가) 부대에 대한...,False
,,,1396,74,46,cj_v41_1332,정치,사건,현대,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,4∙19 혁명,"이것은 2·28 민주 운동을 기념하는 탑이다. 이 운동은 이승만 독재 정권 이 선거를 앞두고 야당 부통령 후보 연설에 참석하는 것을 막기 위해 일요일 등교 조치를 내리자, 이에 반발한 대구 지역의 고등학생들이 시위에 나서며 시작되었다 (가)에 들어갈 민주화 운동에 대한 설명으로 옳은 것은? [키워드] 이승만 정권 운동 [Core Concept] 4∙19 혁명",False
,,,1402,75,2,cj_v41_1338,인물,사건,고조선,인물,인물,연대기의 파악,전후 시기 판단,위만 조선의 성립,"(가) 진승과 항우가 군사를 일으켜 천하가 혼란해지자, 연(燕)·제(齊)· 조(趙)의 백성이 괴로움을 견디다 못해 점차 준왕에게 망명해 왔다. 준왕은 이들을 서쪽 지역에 거주하게 하였다. (나) 좌장군이 패수상군을 격파하고 왕검성에 이르러 그 성의 서북 방면을 포위하였다. 누선장군도 좌장군과 합세하여 성의 남쪽에 주둔하였다. 우거왕이 끝까지 성을 굳게 지키니, 수개월이 지나도 함락시킬 수 없었다. (가), (나) 사이의 시기에 있었던 사실로 옳은 것은? [...",False
,,,1424,75,24,cj_v41_1360,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,조선 영조(탕평비),"이 책은 이인좌의 난을 평정한 직후 (가) 의 명으로 송인명 등이 난의 진행 과정과 원인에 대해 여러 자료를 참고해서 편찬한 것이다. 어제(御製) 서문에는 이인좌의 난이 일어난 원인을 붕당에서 찾고 있으며, 이와 같은 변란의 재발을 막기 위하여 이 책을 편찬한다고 명시되어 있다. (가) 왕에 대한 설명으로 옳은 것은? [키워드] 이인좌의 난 붕당 [Core Concept] 조선 영조(탕평비)",False
,,,1427,75,27,cj_v41_1363,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,조선 순조 대의 사실,이 그림은 세도 정치의 주요 인물이자 (가) 의 장인인 김조순의 별저 옥호정과 그 일대를 그린 옥호정도이다. 삼청동 북악산 백련봉 일대에 위치한 별저의 모습을 통해 당시 세도가였던 안동 김씨의 위세를 짐작할 수 있다. (가) 왕의 재위 시기에 있었던 사실로 옳은 것은? [키워드] 안동 김씨 세도정치 재위 그림 인물 [Core Concept] 조선 순조 대의 사실,False
,,,1445,75,45,cj_v41_1381,정치,사건,현대,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,‘삼천만 동포에게 읍고함’ 발표 이후의 사실,"지금 이때 나의 단일한 염원은 3천만 동포와 손을 잡고 통일된 조국, 독립된 조국의 달성을 위하여 공동 분투하는 것뿐이다. 이 육신을 조국이 요구한다면 당장에라도 제단에 바치겠다. 나는 통일된 조국을 건설하려다가 38선을 베고 쓰러질지언정 일신에 구차한 안일을 취하여 단독 정부를 세우는 데는 협력하지 아니 하겠다. 나는 내 생전에 38선 이북에 가고 싶다. 그쪽 동포들도 제 집을 찾아가는 것을 보고서 죽고 싶다. 궂은 날을 당할 때마다 38선을 싸고 도는 ...",False
,,,1446,75,46,cj_v41_1382,인물,정치,현대,인물,인물,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,이승만 정부 시기의 사실,이 사진은 6·25 전쟁 중 부산 임시 국회에서 개헌안을 표결하는 장면이다. 정부는 부산 일대에 계엄을 선포하고 야당 의원들이 탄 통근 버스를 강제로 연행하는 등 공포 분위기를 조성하였다. 개헌안은 군인과 경찰이 국회 의사당을 완전히 포위한 상태에서 토론 없이 기립 표결로 통과되었다. 밑줄 그은 ‘정부’ 시기에 있었던 사실로 옳은 것은? [키워드] 6·25전쟁 6·25 전쟁 [Core Concept] 이승만 정부 시기의 사실,False
,,,1458,76,8,cj_v41_1393,정치,문화,삼국 시대,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,신라,"#51. 서재 안 최치원이 책상 앞에 앉아 표문을 쓰고 있다. 화면이 표문을 비추며 최치원의 목소리로 내레이션이 흐른다. 내레이션: 지난날 (가) 의 왕자 대봉예가 자신들의 자리를 신라 위에 있게 해 달라고 청하였다. 황제 폐하께서 ‘나라의 순서는 원래 강약에 따라 정하는 것이 아니다.’라는 조칙을 내려 순서를 바로잡아 주셨습니다. 이에 오래된 신하가 소외 되는 근심은 덜었으나, 앞으로 같은 일이 생길까 우려됩니다. (가) 국가에 대한 설명으로 옳은 것은?...",False
,,,1464,76,14,cj_v41_1399,정치,사건,고려,정치,정치,연대기의 파악,사건·자료 순서 배열,이자겸,"(가) 이자겸과 척준경이 군사를 동원하여 궁궐을 침범하고 불태웠다. 왕을 위협하여 남궁(南宮)으로 거처를 옮기게 하고, 안보린· 최탁 등 17인을 죽였다. 이외에도 죽인 군사가 헤아릴 수 없을 정도였다. (나) 왕 규가 광주원군을 [왕으로] 세우고자 하였는데, 일찍이 밤에 왕이 깊이 잠든 것을 엿보고 자신의 일당을 침소에 잠입시켜 대역죄를 행하려고 하였다. 왕이 그것을 알아차리고 한주먹으로 쳐 죽인 후 좌우 시종들에게 끌어내게 하였다. (다) 강조의 군사들...",False
,,,1480,76,30,cj_v41_1413,사건,문화,남북국 시대,사건,사건,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,의상,이 장정이 맺어진 청 상인이 양화진과 조선의 상권을 이후 나타난 변화에 한성에 점포를 열 수 둘러싸고 청과 일본 대해 말해보자. 있게 되었다. 상인의 경쟁이 치열해졌지. 밑줄 그은 ‘이 장정’에 대한 설명으로 옳은 것은? [키워드] 의상 조선 [Core Concept] 의상,False
,,,1493,76,43,cj_v41_1426,정치,문화,일제 강점기,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,일제강점기,"일제 강점기, 새로운 문화와 일상 우리 도서관에서는 일제 강점기 새로운 문화의 유입과 일상생활의 변화를 주제로 강의를 준비하였다. 많은 관심과 참여 바랍니다. ● 일시: 2025. ◯ ◯. ◯ ◯. 13 : 00 ~ 17 : 00 ● 장소: △△ 도서관 다목적실 ◈ 강의 주제 ◈ [제1강] 백화점, 자본주의적 소비 문화의 공간 [제2강] 끽 다점, 도시 사교 문화의 확산 [제3강] (가) [제4강] 문 화 주택, 새로운 주택 양식의 수용 (가)에 들어갈 주...",False
,,,1498,76,48,cj_v41_1431,문화,정치,현대,문화,문화,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,경제,이것은 서울에 최초로 설정된 개발 제한 구역을 표시한 지도 이다. 경부 고속 국도를 준공하는 등 경제 발전에 힘쓰던 당시 정부는 도시의 무질서한 확산을 방지하고 도시 주변의 자연환경을 보전하기 위해 처음으로 개발 제한 구역을 설정하였다. 밑줄 그은 ‘정부’ 시기에 볼 수 있는 모습으로 가장 적절한 것은? [키워드] 경제 지도 [Core Concept] 경제,False
,,,1505,77,5,cj_v41_1437,정치,인물,삼국 시대,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,고구려,"내일 우리 모둠이 발표할 왕에 대해 조사한 내용을 말해줘. 백가의 난을 평정하고 왕권을 강화하였다. 중국 남조의 양에 고구려를 여러 차례 격파하고 다시 강국이 되었다는 내용의 국서를 보냈어. 1971년에 발굴된 이 왕의 무덤에서 왕과 왕비의 지석, 그리고 석수 등이 출토되었다. 다음 대화에 나타난 왕에 대한 설명으로 옳은 것은? [키워드] 고구려 왕권 강화 [Core Concept] 고구려",False
,,,1520,77,20,cj_v41_1451,정치,인물,조선,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,훈민정음,"이달의 책 대불정수능엄경(언해) 이 책은 중국 승려 계환(戒環)의 대불정수능엄경요해에 (가) 이/가 훈민정음으로 구결을 달고 한계희, 김수온 등이 번역하여 편찬한 것이다. 현재 활자본과 목판본이 전하는데, 그중 목판본은 (가) 이/가 만든 간경도감에서 간행한 최초의 불경 언해서이다. 이는 이후 만들어지는 언해서 편찬 체계의 본보기가 된다는 점에서 의미가 있다. (가) 왕의 재위 시기에 있었던 사실로 옳은 것은? [키워드] 훈민정음 재위 [Core Conce...",False
,,,1526,77,26,cj_v41_1457,제도,인물,조선,제도,제도,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,수원 화성,"□□ 신문 제△△호 2025년 ◯◯월 ◯◯일 북학의 친필 고본(稿本), 보물로 지정 수원 화성 박물관에 소장된 (가) 고본 북학의가 보물로 지정되었다. 북학의는 (가) 이/가 청의 연경에 다녀온 후 국가 제도와 정책 등 여러 분야에 대한 개혁의 필요성과 함께 실천 방안을 제시한 책이다. 이번에 보물로 지정된 북학의는 저자가 원고를 직접 쓰고 엮었다는 점, 박지원의 친필 서문이 함께 남아 있다는 점에서 그 가치를 인정받았다. (가) 인물에 대한 설명으로 옳은...",False
,,,1529,77,29,cj_v41_1460,문화,사건,일제 강점기,사상·종교,문화,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,일제,"적들이 성벽 아래에 당도하였다. 우리 군사들이 일제히 총을 쏘니, 그 소리가 천지를 진동하고 탄환이 빗발치듯 쏟아졌다. 적들은 우리의 매복을 전혀 예상치 못하다가, 갑자기 쏟아지는 탄환에 맞아 쓰러지는 자가 속출하였다. 적들은 더 이상 버티지 못하고 무너져 흩어졌다. 양헌수는 즉시 순무영에 승전보를 띄워 보냈다. “오늘 적병이 정족산성을 침범하였으나 우리 군사가 일제히 사격하여 물리쳤습니다. 적들은 사상자를 이끌고 도주하였다.” 다음 자료에 나타난 사건의 ...",False
,,,1531,77,31,cj_v41_1462,정치,사건,조선,외교,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,조선,"이 사진은 퍼시벌 로웰이 찍은 묄렌도르프의 집이다. 본래 선혜청 당상 민겸호의 집이었으나, 그가 (가) 때 피살되자 고종이 묄렌도르프에게 하사한 것이다. (가) 을/를 진압한 청의 추천을 받아 조선의 외교 고문으로 부임한 묄렌도르프는 이 집을 서양식으로 개축하여 사용하였다. (가) 사건에 대한 설명으로 옳은 것은? [키워드] 조선 고종 외교 사건 [Core Concept] 조선",False
,,,1553,78,3,cj_v41_1484,정치,문화,초기 국가,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,영고,"(가) 해마다 5월이면 씨뿌리기를 마치고 귀신에게 제시를 지낸다. 떼를 지어 모여서 노래와 춤을 즐기며 술 마시고 노는 것을 밤낮으로 쉬지 않는다. … 귀신을 믿기 때문에 국음에 각각 한 사람씩을 세워서 천신에 대한 제시를 주관하니, 이를 천군이라 - 삼국지 위서 동이전 - (나)은력(殷曆) 정월에 하늘에 제사를 지내는 국중대회에서는 날마다 마시고 먹고 노래하고 춤추는데, 이를 영고라 한다. 이때에는 형옥(刑獄)을 중단하고 죄수를 풀어 준다. - 삼국지 위...",False
,,,1561,78,11,cj_v41_1491,정치,인물,고려,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,고려,"삼국 이전에는 아직 과거(科擧)의 법이 없었고, 고려의 태조L 먼저 학교를 세웠으나 과거로 인재를 뽑기에는 겨를이 없었다. ~이/가 쌍기의 의견을 받아들여 과거로써 관리를 선발하였다. 이로부터 문풍(文風)이 비로소 일어났다. 과거에는 제술• 명경 두 업(業)과 의업 •복업 •지리업 •율업 등의 잡업이 있었다. (가) 왕에 대한 설명으로 옳은 것은? 3 [키워드] 고려 태조 쌍기 [Core Concept] 고려",False
,,,1568,78,18,cj_v41_1497,정치,인물,고려,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,이의방,"주제: 인물로 본 문벌 사회의 동요 방법: 문헌 조사, 데이터베이스 활용 탐구 내용 인물명 인물 소개 인종과 중첩된 혼인 관계를 (가) 맺어 권력을 강화한 외척 풍수지리설을 내세워 천도를 (나) 주장한 승려 이의방을 제거하고 최고 入H入曰 o石丁 권력자에 등극한 무신 0학년 0반 이름: 학생 관련 사건 척준경과 함께 난을 일으尹 I고, 왕의 거처를 남궁으로 옮김. 서경에서 반란을 일으켜 연호를 천개로 하는 대위국을 선포함. 보현원에서 정변을 주도하고 왕을 ...",False
,,,1569,78,19,cj_v41_1498,정치,인물,초기 국가,정치,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,진한,"이곳은 영주시 순흥면에 있는 금성대군 신단이다. 금성대군은 사육신과 함께 (가)의 복위를 추진한 혐의로 순흥에 유배되었고, 이듬해 다시 지역 유생과 (가)의 복위를 모의하다가 발각되어 죽임을 당하였다. (가) 왕의 재위 시기에 있었던 사실로 옳은 것은? [키워드] 진한 재위 [Core Concept] 진한",False
,,,1583,78,33,cj_v41_1511,정치,사건,개항기,군사,정치,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,병력,"이인영이 3진(陣)의 장수로서 전국에 격문을 띄워 의병을 모집하였다. … 허위와 이강년의 부대를 포함하여 총 48개 진, 약 1만 명에 달하는 병력을 갖추게 되었다. 이에 허위를 군사장 으로 삼고 … 서울에 들어가고자 하였다. 다음 상황의 배경으로 가장 적절한 것은? [키워드] 병력 군사 [Core Concept] 병력",False
,,,1598,78,48,cj_v41_1526,인물,제도,현대,인물,인물,역사 자료의 분석 및 해석,자료 기반 시대·대상 추론,공적,"대통령이 개헌은 불가능하다며 현행 헌법에 따라 정부를 이양 하겠다고 발표하였군. 평화적인 정부 이양과 서울 올림픽 대회의 성공적 개최를 명분으로 내세웠지만, 결국 시민들의 기대를 외면한 것 같네. 밑줄 그은 '현행 헌법과 대한 설명으로 옳은 것은? [키워드] 공적 [Core Concept] 공적",False
